iter_num,completion_exact_match,context_exact_match,full_exact_match,completion_cross_entropy,context_cross_entropy,full_cross_entropy,completion_top_1_accuracy,completion_top_3_accuracy,completion_top_5_accuracy,completion_top_10_accuracy,context_top_1_accuracy,context_top_3_accuracy,context_top_5_accuracy,context_top_10_accuracy,full_top_1_accuracy,full_top_3_accuracy,full_top_5_accuracy,full_top_10_accuracy,epoch,num_completion_tokens,num_context_tokens,num_full_tokens,learning_rate
1,0.3556073361395069,0.3987189893072661,0.39402010685719707,0.6482203492615868,0.9269698039765846,0.9006132786499761,0.8375816531402879,0.9244747334784945,0.9451064672114923,0.9665186777139948,0.7970767412927252,0.8801631465528683,0.905110010069828,0.9321935412700726,0.8009025747097456,0.8843485340105492,0.9088878181260677,0.9354356728551297,0.0005023685894039475,176815,1695163,1871978,1.953125e-07
2,0.37729510117977966,0.35360763786237237,0.355874589785161,0.6056907115895641,1.0132505783958239,0.9747497883948947,0.8485744185787605,0.9287209289380226,0.9474522115716465,0.9667568440154526,0.7809904427068257,0.8688850253479088,0.8955984287746863,0.9244907757471771,0.7874155464850879,0.8745735319098944,0.9005280874913807,0.9285089453120658,0.001004737178807895,356461,3405166,3761627,3.90625e-07
3,0.3816953889147648,0.3841139275921885,0.3836389398233039,0.5753071016764674,0.95139592317458,0.9150848792969802,0.8572231338083571,0.9360572276293017,0.9535390770752321,0.969082245049338,0.7941370245979732,0.8764970309859531,0.9014253331981251,0.9286015728275252,0.8002892373351804,0.8823053936351346,0.906507511238224,0.9325492835101291,0.0015071057682118426,534417,5052009,5586426,5.859375000000001e-07
4,0.3799369399269831,0.3612755552287101,0.36298339795208273,0.6223704035579559,1.0177877130132342,0.9811243877922885,0.8475820764404556,0.9250790937312653,0.9425242326572526,0.9612396198752308,0.7784393259440366,0.8672772546333425,0.8942527782991617,0.9238402322582533,0.7848771114008322,0.872659103582784,0.8987472663635464,0.9273224372900896,0.00200947435761579,702888,6692941,7395829,7.8125e-07
5,0.37543490573671007,0.38850431131699026,0.3870864017441906,0.5774377691990473,0.9625875733896687,0.9283066473546111,0.8556011730205278,0.9364398826979472,0.9534017595307918,0.9691554252199414,0.7908902108688971,0.8757599869014825,0.9011567484653765,0.9288871143333974,0.7966632743027122,0.8811734265404951,0.9058176861636026,0.9324795738702513,0.0025118429470197376,873388,8433596,9306984,9.765625e-07
6,0.4291547570436913,0.40788268467465294,0.41022362694958864,0.527968601623803,0.8995638810108947,0.8608726641650383,0.8697972469668677,0.9424036489423577,0.9580106325445659,0.9722247732165998,0.8039564517254105,0.8847482667197676,0.9085876143422419,0.9343669718972808,0.8108452778579981,0.8907806650570407,0.9137586724695766,0.9383279782930029,0.003014211536423685,1069390,10110907,11180297,1.1718750000000001e-06
7,0.3890004848652767,0.3678884747166685,0.37026006885395496,0.5761340195651656,0.981815847322941,0.9380186114841873,0.8570092917960112,0.9363336012143941,0.9530210155318489,0.9689415546556153,0.7874069149274261,0.8733579017753856,0.8989214970901778,0.9267090915100312,0.7949202659220095,0.8801559244191816,0.9047613647639162,0.9312679490268899,0.0035165801258276327,1259773,11684199,12943972,1.3671875e-06
8,0.37975607974877673,0.3833840904087473,0.3827917866553544,0.5660650705769947,0.9843202612702295,0.9415025396592264,0.8599971705607731,0.9379536624914301,0.9544949995102894,0.9700569152582952,0.7866134777104564,0.8708942030912044,0.8965188233993309,0.9248710134682686,0.794132601859905,0.8777653263754154,0.9024592448874914,0.9295009031912759,0.00401894871523158,1443555,13294057,14737612,1.5625e-06
9,0.3893140392375122,0.3922124535830541,0.39172121711217367,0.5378921590841904,0.8881772325299389,0.8488277425230282,0.8651264688309102,0.9412666799442342,0.9577375024895439,0.9725154351722765,0.8053814133421144,0.8855326363734626,0.9095577681531737,0.9361298869095049,0.8120769005854479,0.891778618985655,0.9149571571736903,0.9402075293560965,0.004521317304635527,1644395,14885349,16529744,1.7578125000000002e-06
10,0.3822525597269625,0.343061314972746,0.3463879081207601,0.623488989164301,1.062643144372292,1.0258276495011884,0.8447883654463088,0.928042307467968,0.9465777483975917,0.9639401421914594,0.7685738624431016,0.8615735486017542,0.8897880037094631,0.9208512179639956,0.7749325059761882,0.8671190960640156,0.8945260224405125,0.9244461651012235,0.005023685894039475,1798694,16580473,18379167,1.953125e-06
11,0.4371038985980411,0.41454056600070655,0.417466631459698,0.5101336498225879,0.9110654300141889,0.8627904789734941,0.8710866606170599,0.9421080989110708,0.9577047413793104,0.9741095735027223,0.8036369082195759,0.8818325743745072,0.9051783380357662,0.9309987137463176,0.811773109971905,0.8891033768745211,0.9115143941328857,0.9361990093771664,0.005526054483443422,2010278,18122937,20133215,2.1484375e-06
12,0.35333660107835585,0.35923964291064836,0.3583674172974159,0.651823041816006,1.0183041119257905,0.981138436405419,0.8389556682549167,0.9262389144195836,0.9463185560849723,0.9643304758933245,0.7787473646900828,0.8678168323797435,0.8946445990321414,0.9238080027927903,0.7848245521326078,0.8737137257037078,0.8998603633754912,0.9278981805604041,0.00602842307284737,2199375,19807274,22006649,2.3437500000000002e-06
13,0.36765138154027044,0.35599348295683375,0.3571195776162696,0.5831748774708354,1.0479089519911073,0.9989140922710028,0.8524381075826313,0.9326299416720674,0.950900842514582,0.9699546338302009,0.7743820153846434,0.8631715315562289,0.8901701675231549,0.9197240152912414,0.7825567340804122,0.8704458255640829,0.8965304165476619,0.924984606295835,0.006530791662251317,2392250,21456061,23848311,2.5390625000000003e-06
14,0.39419795221843,0.3973532255346325,0.3968086540673006,0.5754912414258603,0.9141835299224604,0.8812017574111867,0.8540458452091426,0.9363713395912887,0.9540172332207195,0.9708542879466496,0.8018603109985563,0.8822915433954226,0.9061655345435611,0.932151310028165,0.8069273024315866,0.8875424595385574,0.9108117291436717,0.9359092031016433,0.007033160251655265,2573992,23146101,25720093,2.734375e-06
15,0.3827085326606941,0.3719883954474448,0.37278149666920596,0.549754453302532,0.9869960142376053,0.9482482293397355,0.862301473966547,0.9398368330208243,0.9568551241136953,0.971725174156536,0.7844435818721431,0.871931410703669,0.8981137463561486,0.926658623546584,0.7913038435678761,0.8779147343606992,0.9032896021742853,0.9306295547212091,0.007535528841059212,2735054,24812950,27548004,2.9296875e-06
16,0.37165308498253785,0.3507489590280657,0.3528939552059083,0.6001179798026431,1.0417558557873225,0.9971891923404362,0.8517328387500269,0.9329293277836486,0.951071836787509,0.9672356531303241,0.7751906886281702,0.8648735936023421,0.8922669694522101,0.9220189921515742,0.7828209239117291,0.8716578459831806,0.898129033332993,0.9265264924171862,0.00803789743046316,2920530,26488063,29408593,3.125e-06
17,0.3841841251106521,0.35247184123120845,0.3557802785224782,0.6283153052083281,1.0215030966231968,0.9823389270539362,0.8375859146972978,0.9220357006374719,0.9429210720160393,0.9678217958871713,0.7781233771256202,0.8670651801597737,0.8939310790188661,0.9235237137627114,0.7840563524425967,0.8725499568691835,0.8988191384778276,0.9279436298740448,0.008540266019867107,3101087,28117117,31218204,3.3203125000000002e-06
18,0.38339261087319443,0.376761374714192,0.3772956904662139,0.5842811176548431,0.9594399222527515,0.922919548871864,0.8549717663666843,0.9359173725074995,0.9529898976530792,0.96893197458973,0.7924020775513156,0.876505366927865,0.9018016881748261,0.9291261863161122,0.7985212549379137,0.8823157298674684,0.9068077820172304,0.9330191045017594,0.009042634609271055,3282431,29790048,33072479,3.5156250000000003e-06
