iter_num,completion_exact_match,context_exact_match,full_exact_match,completion_cross_entropy,context_cross_entropy,full_cross_entropy,completion_top_1_accuracy,completion_top_3_accuracy,completion_top_5_accuracy,completion_top_10_accuracy,context_top_1_accuracy,context_top_3_accuracy,context_top_5_accuracy,context_top_10_accuracy,full_top_1_accuracy,full_top_3_accuracy,full_top_5_accuracy,full_top_10_accuracy,epoch,num_completion_tokens,num_context_tokens,num_full_tokens,learning_rate
1,0.28268165144774837,0.1930588196352322,0.19909152311666348,0.7361853061624228,1.727833977199359,1.6605087732418353,0.8382574331953331,0.9338973972959671,0.953837468515677,0.9709692828812136,0.6553229874265938,0.7834107829910558,0.8229603389375854,0.8653391085268259,0.6677163223086802,0.7936058613346383,0.8318269254814776,0.8724952792464838,0.0005023685894039475,138164,1901235,2039399,1.953125e-07
2,0.27941865916549463,0.16897643576623914,0.1766395020533881,0.7275337177695078,1.8096960435038754,1.7309424204466881,0.8375993983873439,0.9321444984472266,0.9527970810645202,0.9701561129137828,0.6402287931921465,0.7729772183056491,0.8143421894075926,0.8590006285286178,0.6546397413214569,0.7845987635491022,0.8244514265958961,0.8671166087080309,0.001004737178807895,281778,3724541,4006319,3.90625e-07
3,0.310768986588366,0.18020403758771342,0.18927015990908944,0.6488099026884132,1.704283539180168,1.6297500064340213,0.8528101059378107,0.9440267813074485,0.9619739769240123,0.9769669310939277,0.6576341681941853,0.7875124324946365,0.8274586199999452,0.8701321474856907,0.6715223138527191,0.798649533200248,0.8370303371484241,0.8777341964539304,0.0015071057682118426,421577,5549396,5970973,5.859375000000001e-07
4,0.29294648174934057,0.18188378210992232,0.18896403959002894,0.6495042097437116,1.717497175759143,1.6471017159442312,0.8550779412104991,0.9453755910188277,0.9628381244745428,0.9771382733380126,0.6556279340189646,0.7858332135728107,0.8257290410433428,0.8684319094490233,0.6688231301889584,0.7963882042567957,0.8347998918196246,0.8756236955845057,0.00200947435761579,551226,7379437,7930663,7.8125e-07
5,0.3073231278444353,0.17792617180538228,0.18620437575061355,0.7007901502864222,1.7551258612755598,1.6867091852050662,0.8462391144247633,0.9370895369407263,0.9559110476725559,0.9721207795856078,0.6512315468380172,0.7807005978423671,0.8206657483155358,0.8638310641762896,0.663897413188169,0.790858159550226,0.8294500170869531,0.8708645505145072,0.0025118429470197376,682937,9275589,9958526,9.765625e-07
6,0.34793447293447294,0.20905510679276743,0.21955997508690306,0.6082822935754614,1.612612116372983,1.5363948458008847,0.8621869921395642,0.9490962157142383,0.9656860468972837,0.978501542237405,0.6751512533115072,0.800551877158484,0.838307808291075,0.8785175520057923,0.6892976800050572,0.8117870111991106,0.8479420467852101,0.8860798296603342,0.003014211536423685,833692,11118028,11951720,1.1718750000000001e-06
7,0.316017623649801,0.18476354236388395,0.19473979332995114,0.6348091388332849,1.6843671604700046,1.6041711296051222,0.8537411980745472,0.9464491868134836,0.9639281398316242,0.9779099519987038,0.6617778725934685,0.7913821496023621,0.8304465875030307,0.87202065488899,0.6764796214353153,0.8032581505468858,0.8406694373751966,0.8801303177490458,0.0035165801258276327,981813,12903949,13885762,1.3671875e-06
8,0.3146000149666991,0.1735128088803643,0.18367009296914194,0.6724196997437872,1.7478761767625104,1.668546770114049,0.8501304608687159,0.9401205542145139,0.958029273465515,0.973238080620631,0.6499788263113232,0.7809153751817935,0.8212990236974602,0.8648986498951228,0.6646216883728693,0.7925626419214086,0.83130205060964,0.8728246373268425,0.00401894871523158,1125151,14719882,15845033,1.5625e-06
9,0.33832539142273654,0.18972644760304802,0.2013917184812806,0.5931071539627022,1.6318478586387166,1.5461013726103037,0.8613779035176123,0.9487596682734922,0.9655402698009884,0.9786660514588924,0.6693810376379089,0.7987344055181151,0.8372950062465908,0.8780226680860798,0.6853264196246066,0.811194036623698,0.8479458036228399,0.886381123235648,0.004521317304635527,1289865,16538474,17828339,1.7578125000000002e-06
10,0.31357036485480266,0.1470388582592427,0.1564484344208452,0.6562233690457737,1.8214290964395643,1.751164589265721,0.850894812977888,0.9430708824137218,0.9610332713370531,0.9754246745195289,0.6360168164921153,0.7712266504337433,0.8133745280722752,0.8587054595524085,0.6489170588784101,0.7815433523831454,0.8222392494943098,0.8657127203647718,0.005023685894039475,1410840,18432567,19843407,1.953125e-06
11,0.34698996655518394,0.18332932418012818,0.19777081901843946,0.5829618791395524,1.6496277998227848,1.553905974998761,0.8678648896312535,0.951015531660693,0.9669009755135656,0.9794573778288154,0.6676927290719655,0.7950816619231336,0.8336953775048233,0.8750772841587386,0.6856912659280717,0.8091025002542234,0.8456725968069545,0.8844626500243794,0.005526054483443422,1583262,20177750,21761012,2.1484375e-06
12,0.3077568134171908,0.169072916839331,0.17933833060925436,0.6452014790428754,1.754189207651006,1.6703762921726135,0.8540661118213363,0.9457395183803387,0.9630958282240601,0.9773148268934749,0.6469257922470505,0.7815692938172457,0.8227243436863022,0.8665025558260332,0.6626701641021726,0.794047584226242,0.8333937336677413,0.8749252019114598,0.00602842307284737,1736578,22041531,23778109,2.3437500000000002e-06
13,0.338291927810919,0.1688738085191244,0.18103763244428206,0.6112245194798253,1.7330917996166892,1.648538854360983,0.8608633179668324,0.9470620713511212,0.9649696993886661,0.9780012905199997,0.6501082733930379,0.7831490690664549,0.8239523597070634,0.8675326724485021,0.6660428403227534,0.7955420474211965,0.8346142645831772,0.8758848786405448,0.006530791662251317,1886905,23879471,25766376,2.5390625000000003e-06
14,0.3804536206766634,0.20339274807040925,0.21567409799416257,0.559760277933406,1.6179126579739487,1.5420099742294233,0.8700326777320699,0.9523955711098832,0.9683455789552676,0.982153455721332,0.6726380882395855,0.7989876668320286,0.8370398274576801,0.8775363376141727,0.6868822421477864,0.8100577058076992,0.8465149571366262,0.8850855938302734,0.007033160251655265,2033488,25764226,27797714,2.734375e-06
15,0.36633845587558667,0.1968710446195423,0.2068971074912967,0.5458426660812564,1.6266514868431388,1.560213051979794,0.8767950102341773,0.9546956339549052,0.969233000789724,0.9812319693135849,0.6712484983407567,0.797612956585942,0.8358576178431603,0.8767620938703432,0.684037051428285,0.8073862197766386,0.8441558767125005,0.8832619295320941,0.007535528841059212,2157582,27634657,29792239,2.9296875e-06
16,0.3649919200822683,0.17683060487546004,0.1906426113344073,0.5485712635126518,1.7071240713189506,1.6204195544473385,0.8746737168432566,0.9536057224529784,0.9684486703751669,0.9808222671059607,0.6561690117029614,0.7862651435582769,0.8264228739403439,0.8695142029965738,0.6724979076833278,0.7987705351667159,0.8370364872949116,0.8778322746804359,0.00803789743046316,2306609,29479831,31786440,3.125e-06
17,0.3786776091669247,0.19555426250328703,0.2080104843257242,0.5633646487771639,1.6587923631574686,1.5826428467877796,0.8725081564310045,0.9519956307400435,0.9668209322046079,0.9791813386607643,0.6634979574693487,0.7933472623133699,0.8327644923368316,0.8747900620918617,0.677981175793351,0.8043406921463888,0.8420538413541956,0.882023783973281,0.008540266019867107,2445763,31348836,33794599,3.3203125000000002e-06
18,0.39646070339802214,0.20448661656193332,0.21829455721023902,0.5388215790652116,1.6179577453917025,1.5393739465013643,0.8749374440520747,0.9540927449197522,0.96862687051095,0.9806587581851374,0.6713444013740091,0.7995084042239033,0.8377975455340863,0.8785331388028029,0.686053587751662,0.8106768108081958,0.847249700182564,0.8859115086609682,0.009042634609271055,2587636,33170658,35758294,3.5156250000000003e-06
19,0.42182865858825525,0.22831467562842025,0.2406205578418898,0.5376094329847144,1.5026928064945164,1.4401769545294822,0.8789979663523757,0.9527176927343317,0.9667914586799778,0.9779534109816972,0.694350678097411,0.8160405368590425,0.8515805245996544,0.8888923770442956,0.7062809328327009,0.8248713910865662,0.8590244237484521,0.894646703749567,0.009545003198675003,2717452,35050034,37767486,3.7109375e-06
20,0.4006652983225989,0.2004371296301608,0.21556466515154735,0.5321089797490597,1.595422766514576,1.5169738962895947,0.8776562163962176,0.9522696211401178,0.9665748596879488,0.9791179592488015,0.6743232492422312,0.8026242470585769,0.8408812297316831,0.8810035320249062,0.6893020446148901,0.8136480739775775,0.8501406193383659,0.8882312627223066,0.01004737178807895,2861595,36862592,39724187,3.90625e-06
21,0.4484304932735426,0.20158472532179167,0.2192750890425309,0.4172566303649413,1.6135514190922216,1.5194167203236826,0.9015161118576174,0.969189716806531,0.9790076819714525,0.9866326090814593,0.6714184975511758,0.8003941892161781,0.8390244111390313,0.8795259877352646,0.6893423185410509,0.8135427862998129,0.8499286314871658,0.8878692289880088,0.010549740377482898,3019367,38730223,41749590,4.101562500000001e-06
22,0.4655331589475304,0.18940585259127582,0.2085770704829446,0.3670079566040477,1.5701156596728671,1.485667217724444,0.9110330657832062,0.9748327515480701,0.984046523862675,0.9905658365266353,0.6767908251141826,0.8059966237928345,0.8440769629559808,0.8841212221184415,0.6932006137930107,0.81782440160909,0.853882499777124,0.8915781761821019,0.011052108966886845,3160026,40597407,43757433,4.296875e-06
23,0.4930555555555556,0.20121859135950187,0.22282348253563142,0.3845836329743756,1.5873997843298664,1.4928480460777185,0.9093294851574921,0.9689166150525825,0.9784689453486665,0.9864888162389615,0.6748649193635816,0.8009137999071998,0.8386989761624957,0.878798736356422,0.6932116206621749,0.8140599120131305,0.8496358862516145,0.8872254157641892,0.011554477556290793,3316637,42442231,45758868,4.4921875e-06
24,0.5280997157227203,0.21578050281710145,0.23939526730937774,0.33435395133305185,1.532016230535404,1.4394974872000619,0.9196545562835021,0.9742108397855866,0.9826748726093574,0.9891535967176229,0.685044890494526,0.8099966278658279,0.8475389809266092,0.8866718480128575,0.7032145542362813,0.8227144202132376,0.8580047633276051,0.8946086860257786,0.01205684614569474,3467747,44242278,47710025,4.6875000000000004e-06
25,0.5291188386225524,0.24610682748725607,0.26457181227105725,0.3119501005617721,1.4148109489501486,1.3361067843896397,0.9252096477065003,0.9770258832232046,0.9844871366284239,0.9902484476467533,0.7069947709540182,0.8264870219023325,0.8615026718889744,0.897583143797945,0.7225606383939489,0.8372253729934762,0.8702754920733495,0.9041932148318624,0.012559214735098688,3608340,46072631,49680971,4.8828125e-06
26,0.556726986624705,0.18527702620494668,0.21087759466056116,0.32211161760278345,1.614279643420884,1.5220756739292818,0.925883200145423,0.9758723633338228,0.9829058036369738,0.9888555627800967,0.6649586442767829,0.7974062876485342,0.8370548773301093,0.8788948483605705,0.6834513979457947,0.810054883197298,0.8473919084447581,0.8866881984278313,0.013061583324502635,3751371,47947704,51699075,5.078125000000001e-06
27,0.6019616788321168,0.22703087831393143,0.25352014796916594,0.2631678151887778,1.4579476392839839,1.3688754943961243,0.9350862443046214,0.9813001735734432,0.9876667932306357,0.9921349533521371,0.6961308379128341,0.8196888112419953,0.8558538297229701,0.8936523664556728,0.7138560579389428,0.8316768093346074,0.8656314439470905,0.9009576019715335,0.013563951913906584,3898859,49788516,53687375,5.2734375e-06
28,0.5964238988225032,0.22347339615562864,0.2457915779635495,0.25790465896553716,1.4704789506680096,1.3950171373791846,0.9373849284537614,0.9829936367453729,0.9891792370554604,0.9934429406634582,0.69296575513417,0.8183761367490736,0.8552587510746186,0.8936490311900693,0.7081078782542573,0.8285744301923038,0.8635553198727313,0.8998314089608389,0.01406632050331053,4022695,51663600,55686295,5.46875e-06
29,0.6117664966892458,0.21114324859187092,0.23890890754183783,0.278827416942351,1.4739071780377169,1.3906104216564825,0.9336827955077278,0.9789753693179798,0.9848787669722683,0.9896654978413479,0.6908485061421199,0.8180070450817853,0.8549870398089368,0.893536589344033,0.7078297822391242,0.8292634766338034,0.8640703010215095,0.9002588341322839,0.014568689092714478,4163292,53533557,57696849,5.6640625000000005e-06
30,0.6274011747896492,0.23601673383046362,0.26326535104614945,0.2952775055252422,1.4095428135289898,1.330808779442583,0.9283763434510452,0.9754192748316995,0.9829632691626314,0.9889128380772411,0.7052552107389407,0.8255490340252857,0.8607742987323428,0.8974037583592073,0.721055847795325,0.8361623060706126,0.8694272826545489,0.9038841026386263,0.015071057682118425,4298764,55311088,59609852,5.859375e-06
31,0.6383338456809099,0.2566372200518542,0.28387332508030344,0.25593156023370595,1.3505135807361042,1.269236838417374,0.9368378296043056,0.9791422672037369,0.9854110956910266,0.9908337000304641,0.7167040029579043,0.8344198919059995,0.8684847265569777,0.903478799873854,0.7330701032536345,0.845179441881768,0.8771777507669155,0.9099732995110363,0.015573426271522374,4446479,57150228,61596707,6.054687500000001e-06
32,0.6839712567825195,0.23812677334825277,0.27050075261294493,0.2024107197423266,1.374573382968816,1.2872588746760645,0.9509496503032915,0.9855745964400544,0.9898438794789354,0.9931850575093639,0.7102184722045114,0.8316803103973177,0.866624551885748,0.9026518973260138,0.7281500853296252,0.8431436065988244,0.8758029280702864,0.9093955423171733,0.01607579486092632,4597324,59024471,63621795,6.25e-06
33,0.6885929611472891,0.2503817722751194,0.2841958529360516,0.2445348099164923,1.3398208645350438,1.2523345352427888,0.9439570254012452,0.9794452178938243,0.9850862906827077,0.9894796290945389,0.7159645344968001,0.8355574575364763,0.8698863187519217,0.9053313623961322,0.7341238437216406,0.8470179329391242,0.8790618486331266,0.9120336638168889,0.01657816345033027,4749600,60784040,65533640,6.4453125e-06
34,0.6449965703833549,0.228687959214275,0.259219692417262,0.2769635745452934,1.3759002194906156,1.2863435033363788,0.9335726882549635,0.9764859073468898,0.9838119378267163,0.9899116957326979,0.7068908066481323,0.8306244236063897,0.8665347272241781,0.9032275798312163,0.72536825568736,0.8425139849312591,0.8760943076679725,0.9102934349526158,0.017080532039734215,4907803,62566676,67474479,6.6406250000000005e-06
35,0.7221061093247588,0.25273841938716013,0.2837737007265665,0.23260373859188044,1.3392874360312488,1.265619038223122,0.9455562072931981,0.9782895187890884,0.9842313346994431,0.9894113793392396,0.7149648487268923,0.8356241168771692,0.8706310516297211,0.9063954914341155,0.7302981260431626,0.845110717695836,0.8781849541451703,0.9119156706759567,0.017582900629138164,5039076,64409568,69448644,6.8359375e-06
36,0.7497111734609672,0.2561311513195805,0.2885093217918106,0.13902358815807908,1.2910502006820388,1.2126229947341582,0.964528808359697,0.9917553446457674,0.9947272552967117,0.9967921063693281,0.7241083969432608,0.8422086044916147,0.8761624547408242,0.9105642977875216,0.7405419873609205,0.852430656194757,0.8842667806539516,0.9164582752601385,0.01808526921854211,5174679,66257812,71432491,7.031250000000001e-06
37,0.7292204238017046,0.273368188049303,0.3056683960702064,0.20555499190013618,1.2091327597381152,1.1328123171927105,0.9502811363544867,0.9821387833975228,0.9874058964827762,0.9919282330680766,0.7398033938233076,0.853688567449899,0.8856172564301559,0.9173769697770292,0.7557603053714695,0.8634267407577721,0.8933341404407621,0.9230289114019863,0.018587637807946058,5323717,68074642,73398359,7.2265625e-06
38,0.7933148029363553,0.2961253435698795,0.333732198624183,0.13621815054098352,1.1944818130274537,1.1138441886886965,0.9665070205053717,0.989995943417213,0.9930252947565396,0.9955639304361481,0.7438708039788425,0.8554468241945409,0.8866888242670645,0.9182593456742616,0.7608800951356929,0.8657263069285798,0.8948128753103582,0.9241653757464968,0.019090006397350007,5476555,69922315,75398870,7.421875e-06
39,0.7749618579420241,0.2771840542832909,0.30848225415466546,0.13063109062048567,1.2380425090527143,1.1661767646947803,0.9672329731844584,0.9916257862581636,0.9945902428747705,0.9966367713004485,0.73714759062252,0.8489594389580947,0.8808746141721004,0.9128707568013926,0.7519951602464351,0.8581657974887467,0.8882127627136995,0.9182762359263336,0.019592374986753952,5609463,71849016,77458479,7.6171875000000005e-06
40,0.8042007551919447,0.285605848747553,0.3208700513830835,0.12003450744844657,1.1918272906062737,1.114631449380041,0.97037212279774,0.991267499791255,0.9940298922875671,0.9960895098666815,0.7421983571088245,0.8555532390745915,0.8873986591684143,0.9190902625442358,0.7585163614359867,0.8652589380928187,0.8950244653963803,0.9245969168574618,0.0200947435761579,5753179,73714873,79468052,7.8125e-06
41,0.8381472215904784,0.2954771075725688,0.3334354386391123,0.0809370277369524,1.1499535466584836,1.0705095515698693,0.9789156626506024,0.9953516950284508,0.9971615953837523,0.9982969572302514,0.7512160495014999,0.8617226102890082,0.8923606433997644,0.9225363104363239,0.7680896827784992,0.8716251662918502,0.9001268965189573,0.9281505376769821,0.02059711216556185,5902911,75585685,81488596,8.0078125e-06
42,0.8144216403239758,0.2849695606377091,0.32241241861907083,0.1378968011863153,1.1795689852750204,1.1040922234494286,0.9673585454236014,0.9886113021834247,0.9917669500840324,0.9943198337789061,0.745308251705261,0.8574181756664865,0.8888315769338362,0.9202201000213399,0.7613675236469212,0.8669064139404902,0.8962761388038245,0.9255791912222137,0.021099480754965795,6043928,77394499,83438427,8.203125000000001e-06
43,0.8328178414455478,0.30119738585987843,0.336226650927019,0.11837401378106686,1.1188224161342768,1.0522817985160247,0.9713927131665019,0.9905834030577318,0.9931923632767932,0.9954057959990873,0.7577896554346754,0.8655591641624877,0.8954037998792815,0.9247672880051307,0.7719343135363618,0.8738381894366343,0.9018792961114069,0.9294449249032045,0.021601849344369744,6175398,79248400,85423798,8.3984375e-06
44,0.8028776978417266,0.2859395299397661,0.3179474098637004,0.1274965157800946,1.1624516556742328,1.0961853799346897,0.9689405623442876,0.9896705817218333,0.9926523510104006,0.9951832957646222,0.748670208437979,0.8598823339238696,0.8908697590807162,0.9215843369376661,0.7628075130573916,0.8682123518432128,0.897402329086371,0.9263080361652564,0.02210421793377369,6301833,81091922,87393755,8.59375e-06
45,0.7976714607181293,0.3056267649072769,0.3326552898100764,0.12518797873802362,1.1275266645221935,1.0692342329027111,0.9688987083616587,0.9906781101291638,0.993669272603671,0.9957936777702243,0.7559219237445017,0.8642275799573896,0.8942380487866344,0.924066336886295,0.7683147891941285,0.8715855857103159,0.900023833281744,0.9282400654277975,0.022606586523177638,6419513,82996624,89416137,8.789062500000001e-06
46,0.8541885451167299,0.31186365912396574,0.3493325333733313,0.07369851179306718,1.0962681222287027,1.0237376618167846,0.980806020537347,0.9955478970319314,0.9971936981291321,0.9982557321704881,0.7640027861221923,0.8680568300240084,0.8971512007907607,0.926120002876274,0.7793715118198018,0.8770944038546105,0.9042430031978829,0.9312335531399979,0.023108955112581587,6561693,84860146,91421839,8.984375e-06
47,0.8310307126528178,0.3062940395547537,0.33476189708970416,0.12680069987051854,1.1293003686424234,1.0730345254817322,0.9698937795367036,0.988725801120273,0.9918078919392158,0.994755978809509,0.7569468369405402,0.8640680007166004,0.8939155747167256,0.9231377134297917,0.7688733693147732,0.8710497177306575,0.8993982356852693,0.9271488419777016,0.023611323701985532,6673630,86746832,93420462,9.1796875e-06
48,0.863692402527354,0.29316246818221714,0.3335546437084363,0.07296404937169741,1.1137256407208542,1.036444383737991,0.9812114319553704,0.9952893991292118,0.996991944872511,0.9980753830727922,0.7578559210175851,0.8666848898457253,0.8968424575678836,0.9262321765739957,0.7743931361607143,0.8762067522321428,0.9042575135522959,0.931551438934949,0.02411369229138948,6822231,88605271,95427502,9.375000000000001e-06
49,0.8656920968478757,0.32046714749663285,0.3594418100528384,0.07177394878512555,1.0812186305984517,1.0071660059888583,0.9809465910425489,0.9953506366104552,0.9969741141684686,0.9982038120634745,0.7659173177819011,0.8706094416758513,0.8993491304179311,0.9278529928919124,0.7816643461930742,0.879744491573443,0.9064984053489614,0.9330049256099338,0.02461606088079343,6966982,90437128,97404110,9.5703125e-06
50,0.8755228616760421,0.33467436630541647,0.3741577923541965,0.06537568086291058,1.0468700406591633,0.9723992393403437,0.980926465574361,0.9964554747155052,0.9981537590623412,0.9989707367594933,0.7723367435017269,0.8748805106083394,0.9032649718758596,0.9309485692363956,0.7881300992787037,0.8840855502557341,0.9104494695605543,0.9360988627491282,0.025118429470197375,7122433,92334786,99457219,9.765625e-06
51,0.8312508774392812,0.31299609269407513,0.35489378059672805,0.12830369526763602,1.071049781550145,0.9901493104401126,0.9673141610351829,0.9889148156004728,0.9921512773114337,0.9947210521530956,0.7673424247322348,0.8728264722479803,0.9014606923188172,0.9295793739241892,0.7844538948241884,0.8827600871278913,0.9092210351623276,0.935153511046572,0.025620798059601324,7287428,94097991,101385419,9.9609375e-06
52,0.84068544282321,0.306514875531269,0.34230878267279014,0.09852366944432807,1.1070291999000346,1.0320372329893759,0.9751336487863433,0.9919601356727106,0.9943539494437698,0.9963150621833257,0.7598489633053972,0.8672696617491494,0.8969088182141459,0.9261082362337748,0.7758638412928495,0.8765452993618404,0.9041576937373972,0.9313308731759081,0.02612316664900527,7430714,95880869,103311583,1.0156250000000001e-05
53,0.8591925513241242,0.3170000471209123,0.3559934120891447,0.09829658491696543,1.0719701255497527,0.9988612240936958,0.975492382767617,0.9916663287237926,0.993991375697852,0.995978479797775,0.7665203219985298,0.8720229876601634,0.9011934675780772,0.9296897774854667,0.7822192253382031,0.8810111233931452,0.908164855927001,0.9346696773164934,0.026625535238409218,7578668,97702368,105281036,1.03515625e-05
